Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount,Target,MA10,EMA10,RSI,MACD,Volatility,Lag1,Lag2,Lag3
2017-08-20 03:00:00.000,BTCUSDT,4111.26,4111.26,4094.62,4094.62,0.347647,1428.51529354,3,0,4098.0509999999995,4091.5209583467763,50.14976856657651,-3.5064411586945425,0.004063869174673188,4124.69,4082.53,4086.09
2017-08-20 04:00:00.000,BTCUSDT,4094.62,4094.62,4091.8,4093.0,0.809243,3313.40232363,37,1,4098.722,4091.789875127856,49.97772557465615,-2.872517000290827,0.0006889811873930391,4094.62,4124.69,4082.53
2017-08-20 05:00:00.000,BTCUSDT,4087.0,4142.16,4087.0,4117.41,10.743056,44122.84421605,69,0,4102.851000000001,4096.448081306236,52.615523881118236,-0.3958810699141395,0.013396771271260296,4093.0,4094.62,4124.69
2017-08-20 06:00:00.000,BTCUSDT,4117.41,4117.41,4081.19,4115.41,2.915551,11945.53146419,43,1,4106.794,4099.895703889819,52.37184218951195,1.3894705116617843,0.008801067208370442,4117.41,4093.0,4094.62
2017-08-20 07:00:00.000,BTCUSDT,4081.4,4156.56,4081.4,4155.87,14.13606,58157.39686983,126,1,4114.958,4110.07285105934,56.73705706736201,5.999994166610122,0.018085262532273702,4115.41,4117.41,4093.0
2017-08-20 08:00:00.000,BTCUSDT,4155.87,4211.08,4032.62,4184.73,17.395516,72103.77553126,142,0,4119.433,4123.646880782752,59.5826012515058,11.846074019726984,0.042645523128134924,4155.87,4115.41,4117.41
2017-08-20 09:00:00.000,BTCUSDT,4155.0,4158.61,4155.0,4155.0,0.39588,1645.26207811,9,0,4120.935,4129.347448821409,55.53064055787951,13.919714086759996,0.0008688327316485374,4184.73,4155.87,4115.41
2017-08-20 10:00:00.000,BTCUSDT,4140.0,4142.41,4109.84,4142.41,0.947044,3915.5203608,11,0,4126.567,4131.7224584362075,53.86020669969518,14.38140115823262,0.007862572753541951,4155.0,4184.73,4155.87
2017-08-20 11:00:00.000,BTCUSDT,4104.68,4125.44,4080.0,4106.53,17.281503,70777.45523685,106,1,4128.967,4127.142010959273,49.30796735155176,11.71700896456423,0.011065303309606797,4142.41,4155.0,4184.73
2017-08-20 12:00:00.000,BTCUSDT,4106.53,4125.43,4080.0,4108.47,2.76584,11339.3091934,48,0,4127.344999999999,4123.747099579515,49.556222721301864,9.650752870213182,0.01105764432988443,4106.53,4142.41,4155.0
2017-08-20 13:00:00.000,BTCUSDT,4125.0,4125.0,4063.35,4063.35,1.258162,5114.58344535,5,1,4124.218,4112.7658079628345,44.141701511678,4.322594928824401,0.015172210122189842,4108.47,4106.53,4142.41
2017-08-20 14:00:00.000,BTCUSDT,4096.32,4096.32,4068.5,4096.32,1.46565,6001.1357384,14,1,4124.55,4109.775660885827,48.56414569373228,2.7289373402281853,0.006791461604562073,4063.35,4108.47,4106.53
2017-08-20 15:00:00.000,BTCUSDT,4100.0,4125.0,4100.0,4125.0,23.623614,97052.02730912,61,1,4125.308999999999,4112.543722675249,52.11565602858185,3.7371094592463123,0.006060606060606061,4096.32,4063.35,4108.47
2017-08-20 16:00:00.000,BTCUSDT,4125.0,4150.0,4091.59,4131.46,23.366978,96322.09809808,85,0,4126.914,4115.983045959699,52.90445262605821,4.999727393414105,0.014137859255565793,4125.0,4096.32,4063.35
2017-08-20 17:00:00.000,BTCUSDT,4131.46,4138.07,4101.4,4129.0,49.216664,202834.0121701,232,1,4124.227,4118.349764951841,52.54945376050317,5.735741702024825,0.008881085008476647,4131.46,4125.0,4096.32
2017-08-20 18:00:00.000,BTCUSDT,4129.32,4158.61,4116.0,4154.56,48.088875,198738.21348253,185,1,4121.21,4124.933444223853,55.863389933277325,8.286000870286443,0.010256200415928443,4129.0,4131.46,4125.0
2017-08-20 19:00:00.000,BTCUSDT,4154.56,4185.94,4144.85,4164.6,49.323,205482.12188185,187,0,4122.17,4132.145545428532,57.129917903140395,10.990551490773214,0.009866493780915149,4154.56,4129.0,4131.46
2017-08-20 20:00:00.000,BTCUSDT,4161.59,4171.62,4116.0,4140.93,53.437635,221127.66956549,208,1,4122.022,4133.74271901497,53.25031545590997,11.096047828867086,0.013431765328078448,4164.6,4154.56,4129.0
2017-08-20 21:00:00.000,BTCUSDT,4140.93,4156.56,4128.75,4150.0,35.727424,147963.47797392,215,1,4126.369000000001,4136.698588327356,54.524678347585485,11.775783731032789,0.006701204819277205,4140.93,4164.6,4154.56
2017-08-20 22:00:00.000,BTCUSDT,4162.59,4169.98,4132.31,4169.98,38.098577,158291.24056827,216,0,4132.5199999999995,4142.749754157005,57.28683954097033,13.767989537788708,0.0090336164681843,4150.0,4140.93,4164.6
2017-08-20 23:00:00.000,BTCUSDT,4151.14,4171.62,4069.13,4086.29,69.475467,287026.98902909,243,1,4134.814,4132.484344211748,44.9664462111931,8.495809021284003,0.025081430833347556,4169.98,4150.0,4140.93
2017-08-21 00:00:00.000,BTCUSDT,4069.13,4119.62,4062.78,4108.28,53.091325,217258.14356334,269,0,4136.01,4128.083554320508,48.12346396114602,6.022552958253073,0.013835473726230854,4086.29,4169.98,4150.0
2017-08-21 01:00:00.000,BTCUSDT,4108.28,4114.86,4080.66,4094.6,55.969147,229146.59436915,225,0,4132.97,4121.995635314027,46.34242360762525,2.92490159310546,0.0083524642211693,4108.28,4086.29,4169.98
2017-08-21 02:00:00.000,BTCUSDT,4094.6,4109.26,4039.0,4079.94,58.961149,239947.68149698,212,1,4127.818,4114.349156125825,44.44412807531567,-0.7048241384836729,0.017220841482963038,4094.6,4108.28,4086.29
2017-08-21 03:00:00.000,BTCUSDT,4079.94,4104.68,4048.74,4084.76,52.816522,215264.01272785,225,1,4123.394,4108.969309534354,45.23838152433396,-3.156092741426619,0.01369480703884696,4079.94,4094.6,4108.28
2017-08-21 04:00:00.000,BTCUSDT,4079.26,4104.68,4047.75,4104.68,39.490772,161089.99791657,238,0,4118.406,4108.189435070817,48.5143684865004,-3.451575632719141,0.013869534287691193,4084.76,4079.94,4094.6
2017-08-21 05:00:00.000,BTCUSDT,4104.68,4104.68,4011.02,4016.9,67.180302,272054.2439435,277,0,4103.636,4091.5913559192413,37.786883989979856,-10.646138289626833,0.023316487838880805,4104.68,4084.76,4079.94
2017-08-21 06:00:00.000,BTCUSDT,4011.04,4032.01,3953.4,3982.96,66.697745,266615.31731919,355,1,4087.839,4071.840200251032,34.60108630992693,-18.86904477820508,0.019736577821519705,4016.9,4104.68,4084.76
2017-08-21 07:00:00.000,BTCUSDT,3982.96,4055.92,3970.63,4043.63,49.20631,197993.20558832,330,0,4077.2019999999998,4066.711072922776,43.73328790275101,-20.256688952696095,0.02109243427316544,3982.96,4016.9,4104.68
2017-08-21 08:00:00.000,BTCUSDT,4043.63,4055.92,4010.78,4036.3,54.912335,221558.77651953,198,1,4063.834,4061.181786928097,42.95289721000208,-21.697758446069656,0.011183509649926881,4043.63,3982.96,4016.9
2017-08-21 09:00:00.000,BTCUSDT,4036.3,4077.07,4035.82,4074.0,3.904708,15822.55098374,53,1,4062.6050000000005,4063.5123711259957,48.084134616640824,-19.572126186507376,0.01012518409425626,4036.3,4043.63,3982.96
2017-08-21 10:00:00.000,BTCUSDT,4066.0,4088.12,4066.0,4088.1,5.090504,20748.78034993,100,0,4060.5870000000004,4067.982849107807,49.899213502843516,-16.558914288713368,0.005410826545338884,4074.0,4036.3,4043.63
2017-08-21 11:00:00.000,BTCUSDT,4063.0,4063.0,4000.01,4023.11,14.970767,60239.78628954,103,0,4053.4379999999996,4059.824149262977,42.520134724521824,-19.19381762475814,0.01565704144306265,4088.1,4074.0,4036.3
2017-08-21 12:00:00.000,BTCUSDT,4023.11,4023.11,4000.0,4000.0,6.47768,25971.91429993,96,0,4045.4440000000004,4048.9470312074764,40.24127163433944,-22.883000379496934,0.005777500000000032,4023.11,4088.1,4074.0
2017-08-21 13:00:00.000,BTCUSDT,4000.0,4023.11,3934.43,3951.49,22.207985,88410.1864087,180,1,4032.1169999999997,4031.22757097769,35.892707900636665,-29.382354385295002,0.02244216738496119,4000.0,4023.11,4088.1
2017-08-21 14:00:00.000,BTCUSDT,3914.59,4023.11,3911.79,3989.17,7.695301,30441.02270329,103,1,4020.5660000000003,4023.58073988722,41.20720925333076,-31.133787245845724,0.027905554288235438,3951.49,4000.0,4023.11
2017-08-21 15:00:00.000,BTCUSDT,3967.5,4022.0,3920.55,4022.0,7.38183,29590.50297993,100,1,4021.076,4023.2933326348866,45.45038890737369,-29.53227410529871,0.025223769269020344,3989.17,3951.49,4000.0
2017-08-21 16:00:00.000,BTCUSDT,4005.99,4029.05,3951.26,4029.05,7.316543,29255.73036742,70,0,4025.685,4024.339999428875,46.3459044753322,-27.378584048115044,0.01930728087266228,4022.0,3989.17,3951.49
2017-08-21 17:00:00.000,BTCUSDT,4019.99,4029.06,3951.26,4016.2,5.072528,20279.25427174,66,0,4022.9420000000005,4022.8599995323325,44.89907428466224,-26.404284612451647,0.01937154524177076,4029.05,4022.0,3989.17
2017-08-21 18:00:00.000,BTCUSDT,3997.57,4029.06,3918.8,3918.8,3.884477,15462.86836218,73,1,4011.192,4003.939999613352,35.7810659077886,-33.10984164020829,0.028136164131877042,4016.2,4029.05,4022.0
2017-08-21 19:00:00.000,BTCUSDT,3918.8,4042.11,3918.8,4027.05,8.193382,32899.80295158,121,0,4006.4970000000003,4008.141817866199,48.338089126135735,-29.350835418191764,0.030620429346543982,3918.8,4016.2,4029.05
2017-08-21 20:00:00.000,BTCUSDT,4027.05,4042.11,3950.0,4025.04,32.108599,129107.80195371,164,1,4000.1910000000003,4011.214214618235,48.149823453940286,-26.23160449874058,0.02288424462862484,4027.05,3918.8,4016.2
2017-08-21 21:00:00.000,BTCUSDT,4025.04,4070.49,4007.51,4039.1,39.356712,158477.26147012,194,1,4001.79,4016.2843574155086,49.6277305209448,-22.36723150488342,0.015592582506003705,4025.04,4027.05,3918.8
2017-08-21 22:00:00.000,BTCUSDT,4039.1,4041.23,4008.63,4041.1,18.792654,75681.9303511,113,0,4005.9,4020.796292431299,49.84672117238155,-18.925147461207416,0.00806711044022665,4039.1,4025.04,4027.05
2017-08-21 23:00:00.000,BTCUSDT,4025.0,4031.87,3987.5,4016.0,10.963783,43914.34683994,107,0,4012.351,4019.924239261904,47.080399940188265,-18.014965974438837,0.011048306772908339,4041.1,4039.1,4025.04
2017-08-22 00:00:00.000,BTCUSDT,4016.0,4016.0,3789.95,3790.0,60.339017,237019.21075116,285,0,3992.4339999999997,3978.1198321207175,30.608900292632683,-35.12505209193387,0.05964379947229556,4016.0,4041.1,4039.1
2017-08-22 01:00:00.000,BTCUSDT,3790.0,3890.51,3688.97,3700.0,30.126509,112876.96594438,237,1,3960.2339999999995,3927.5525899143195,26.615471732936157,-55.30959190373869,0.054470270270270384,3790.0,4016.0,4041.1
2017-08-22 02:00:00.000,BTCUSDT,3700.0,3849.98,3689.0,3849.98,8.334604,31846.37262352,130,1,3942.327,3913.44848265657,40.537873246984894,-58.529164783030865,0.04181320422443753,3700.0,3790.0,4016.0
2017-08-22 03:00:00.000,BTCUSDT,3822.5,3862.39,3802.53,3862.39,15.885216,61002.02238577,79,0,3926.946,3904.1651221732336,41.526409330236866,-59.39465162825309,0.015498175999834215,3849.98,3700.0,3790.0
2017-08-22 04:00:00.000,BTCUSDT,3863.0,3868.57,3450.98,3500.8,28.666039,105969.34583485,138,1,3885.1459999999997,3830.8260090487374,27.290334543784894,-88.24066381037028,0.11928416361974409,3862.39,3849.98,3700.0
2017-08-22 05:00:00.000,BTCUSDT,3500.8,3695.62,3400.0,3626.99,14.49939,50947.73083032,93,1,3845.1400000000003,3793.764916493557,35.58918412595369,-99.76878544809324,0.08150560106314049,3500.8,3862.39,3849.98
2017-08-22 06:00:00.000,BTCUSDT,3619.95,3854.46,3619.95,3803.0,62.096369,236465.26163966,295,0,3822.936,3795.4440225856697,45.01589140019427,-93.62313960359597,0.06166447541414678,3626.99,3500.8,3862.39
2017-08-22 07:00:00.000,BTCUSDT,3803.0,3803.0,3733.8,3798.08,61.959721,234263.26886182,409,0,3798.834,3795.923291206465,44.818435390897534,-88.13372317723952,0.018219732075153715,3803.0,3626.99,3500.8
2017-08-22 08:00:00.000,BTCUSDT,3798.08,3805.76,3750.08,3794.12,36.868111,139546.7238292,265,1,3774.136,3795.5954200780125,44.64867831920553,-83.14442286397161,0.014675339736223496,3798.08,3803.0,3626.99
2017-08-22 09:00:00.000,BTCUSDT,3794.12,3920.31,3775.01,3904.56,76.172178,294063.05957005,303,0,3762.9919999999997,3815.4071618822177,50.302260558719084,-69.47788361153744,0.03721289978896463,3794.12,3798.08,3803.0
2017-08-22 10:00:00.000,BTCUSDT,3904.56,3904.56,3826.12,3844.08,59.322181,229586.80486086,461,1,3768.4,3820.620405176405,47.44433973070508,-62.8033256945414,0.0204054025930782,3904.56,3794.12,3798.08
2017-08-22 11:00:00.000,BTCUSDT,3844.07,3905.56,3841.18,3866.48,49.368766,190978.8464475,437,1,3785.0480000000002,3828.958513326208,48.608925052836895,-55.07136919895129,0.016650803831909155,3844.08,3904.56,3794.12
2017-08-22 12:00:00.000,BTCUSDT,3866.48,3990.12,3853.53,3934.01,75.787584,296230.10335466,605,0,3793.4509999999996,3848.058783630643,52.05799071207939,-42.99896602777426,0.034720298118205005,3866.48,3844.08,3904.56
2017-08-22 13:00:00.000,BTCUSDT,3949.01,3964.75,3874.35,3920.99,38.623871,150997.34844015,437,0,3799.311,3861.31900478877,51.34252325215039,-34.08914626656451,0.023055401824539235,3934.01,3866.48,3844.08
2017-08-22 14:00:00.000,BTCUSDT,3874.38,3920.99,3786.81,3849.0,26.182528,100888.08334967,236,1,3834.1310000000003,3859.0791857362583,47.45866083527168,-32.46282997198023,0.03486100285788512,3920.99,3934.01,3866.48
2017-08-22 15:00:00.000,BTCUSDT,3829.5,3921.63,3810.07,3858.23,38.764438,150171.96891324,193,1,3857.2549999999997,3858.9247883296653,48.00177280766924,-30.08240746229785,0.028914813269297047,3849.0,3920.99,3934.01
2017-08-22 16:00:00.000,BTCUSDT,3858.23,3952.89,3853.47,3905.84,34.779778,135445.83744289,162,1,3867.5389999999998,3867.4548268152025,50.825417725384725,-24.076635895312393,0.025454191671957907,3858.23,3849.0,3920.99
2017-08-22 17:00:00.000,BTCUSDT,3905.84,3998.99,3888.79,3943.0,45.279128,178848.9603552,234,1,3882.0310000000004,3881.1903128488307,52.97196560041033,-16.132551210121164,0.02794826274410343,3905.84,3858.23,3849.0
2017-08-22 18:00:00.000,BTCUSDT,3944.0,4104.82,3944.0,4043.76,45.132143,181891.61134117,309,0,3906.995,3910.7484377854576,58.288762942090585,-1.6868717421207293,0.039769917106850974,3943.0,3905.84,3858.23
2017-08-22 19:00:00.000,BTCUSDT,4071.22,4101.24,3984.23,3984.24,34.344606,138354.71864992,312,0,3914.9630000000006,3924.1105400063025,54.377878475010284,4.902157718473518,0.029368210750356345,4043.76,3943.0,3905.84
2017-08-22 20:00:00.000,BTCUSDT,3984.5,4061.54,3953.13,3960.29,30.512424,121695.66128644,187,0,3926.5840000000003,3930.688623641528,52.84151942279644,8.098096381691448,0.027374257945756462,3984.24,4043.76,3943.0
2017-08-22 21:00:00.000,BTCUSDT,3960.29,4038.96,3946.67,3946.67,21.285573,84186.53841976,154,1,3934.603,3933.5943284339805,51.94274310994262,9.423255204649195,0.02338427079031182,3960.29,3984.24,4043.76
2017-08-22 22:00:00.000,BTCUSDT,3999.96,4046.11,3944.04,4002.0,31.264903,124945.30862149,289,1,3941.4020000000005,3946.031723264175,55.27112066287029,14.7678867017853,0.025504747626186947,3946.67,3960.29,3984.24
2017-08-22 23:00:00.000,BTCUSDT,4009.1,4045.0,3944.03,4040.0,41.089781,164284.01838683,244,0,3953.303,3963.116864488881,57.45070455535814,21.81832007758385,0.024992574257425692,4002.0,3946.67,3960.29
2017-08-23 00:00:00.000,BTCUSDT,4040.0,4077.18,4013.89,4036.0,23.850037,96339.81840902,197,1,3972.0029999999997,3976.3683436727274,57.13509538954143,26.774433747197236,0.015681367690782943,4040.0,4002.0,3946.67
2017-08-23 01:00:00.000,BTCUSDT,4048.1,4100.0,4035.38,4100.0,46.57641,189275.59312344,215,0,3996.1800000000003,3998.8468266413315,60.84175053867884,35.45772014080103,0.015760975609756072,4036.0,4040.0,4002.0
2017-08-23 02:00:00.000,BTCUSDT,4101.53,4127.99,4049.74,4083.72,45.835226,187993.02773077,369,1,4013.968,4014.2783127065495,59.433845819334316,40.55809870968369,0.01916145083404347,4100.0,4036.0,4040.0
2017-08-23 03:00:00.000,BTCUSDT,4083.72,4126.99,4050.04,4100.41,43.396711,177397.16837484,216,0,4029.709,4029.9386194871813,60.44441487637205,45.42331726126213,0.018766416041322655,4083.72,4100.0,4036.0
2017-08-23 04:00:00.000,BTCUSDT,4084.54,4115.87,4054.01,4083.6,37.869418,154650.91254769,278,0,4033.693,4039.695234125878,58.85412916262393,47.37648487561819,0.015148398471936447,4100.41,4083.72,4100.0
